protein_id,species,length,hmm_score,n_genomes,is_cluster_rep,TM,SP,topology,class
WP_334332714.1,Companilactobacillus miaonis,358,194.6,1,1,0,Y,n4-19c27/28o,B_SP
WP_334341889.1,Companilactobacillus sp.,358,196.7,1,1,0,Y,n5-16c23/24o,B_SP
WP_334352381.1,Companilactobacillus miaonis,358,196.8,1,1,0,Y,n4-19c27/28o,B_SP
WP_337457355.1,Latilactobacillus sakei,383,174.3,1,0,0,Y,n8-19c37/38o,B_SP
WP_337587399.1,Lacticaseibacillus paracasei,366,191.3,1,1,0,0,o,C_CYTO
WP_338033688.1,Lactiplantibacillus paraplantarum,397,813.9,1,1,1,0,i12-32o,A_TM
WP_338188015.1,Lactobacillus amylovorus,313,134.0,2,1,0,0,o,C_CYTO
WP_338189063.1,Lactobacillus amylovorus,313,132.9,2,0,0,0,o,C_CYTO
WP_338190545.1,Lactobacillus amylovorus,313,135.4,1,0,0,0,o,C_CYTO
WP_338214535.1,Companilactobacillus muriivasis,358,218.7,1,1,0,Y,n4-16c25/26o,B_SP
WP_338231421.1,Companilactobacillus muriivasis,358,216.1,1,0,0,Y,n4-16c25/26o,B_SP
WP_338428998.1,Enterococcus faecium,386,136.7,1,0,1,0,i12-35o,A_TM
WP_339328554.1,Lactiplantibacillus plantarum,397,830.1,1,0,1,0,i12-32o,A_TM
WP_340849115.1,Lactobacillus crispatus,313,129.5,1,0,0,0,o,C_CYTO
WP_342094691.1,Lactobacillus amylovorus,313,127.7,1,0,0,0,o,C_CYTO
WP_342790192.1,Pediococcus pentosaceus,367,144.0,2,0,1,0,i7-24o,A_TM
WP_343574971.1,Lacticaseibacillus paracasei,401,196.9,1,1,1,0,i12-34o,A_TM
WP_346349305.1,Enterococcus faecium,382,135.1,1,0,1,0,i12-35o,A_TM
WP_346732278.1,Lactobacillus johnsonii,312,132.3,1,0,0,0,o,C_CYTO
WP_347107066.1,Lacticaseibacillus rhamnosus,386,201.0,2,1,0,Y,n10-21c27/28o,B_SP
WP_350345819.1,Lacticaseibacillus paracasei,385,189.6,1,0,1,0,i7-28o,A_TM
WP_350353492.1,Lactobacillus gasseri,308,128.8,1,0,0,0,o,C_CYTO
WP_353057340.1,Lactiplantibacillus pentosus,397,738.9,2,0,1,0,i12-32o,A_TM
WP_353303002.1,Lactobacillus amylovorus,313,128.8,1,0,0,0,o,C_CYTO
WP_353534195.1,Lactobacillus amylovorus,313,135.1,1,0,0,0,o,C_CYTO
WP_353894813.1,Leuconostoc mesenteroides,380,133.6,1,0,1,0,i12-29o,A_TM
WP_353974925.1,Enterococcus faecium,386,135.0,1,0,1,0,i12-35o,A_TM
WP_353990585.1,Lacticaseibacillus paracasei,385,191.6,1,0,1,0,i7-28o,A_TM
WP_354630647.1,Levilactobacillus brevis,392,266.7,1,0,0,Y,n5-16c23/24o,B_SP
WP_366917232.1,Lactiplantibacillus plantarum,397,829.3,1,1,1,0,i12-32o,A_TM
WP_367292760.1,Lacticaseibacillus paracasei,385,188.9,1,0,1,0,i7-28o,A_TM
WP_367387530.1,Latilactobacillus sakei,383,174.5,4,0,0,Y,n8-19c37/38o,B_SP
WP_368277406.1,Lacticaseibacillus paracasei,305,179.5,1,1,0,0,o,C_CYTO
WP_368790892.1,Companilactobacillus farciminis,358,203.5,1,1,0,Y,n5-16c25/26o,B_SP
WP_370928611.1,Leuconostoc mesenteroides,380,134.5,1,0,1,0,i12-29o,A_TM
WP_374851173.1,Lactiplantibacillus plantarum,397,830.4,1,0,1,0,i12-32o,A_TM
WP_379919501.1,Lactobacillus johnsonii,308,124.7,1,0,0,0,o,C_CYTO
WP_379919873.1,Lactobacillus johnsonii,308,126.2,1,0,0,0,o,C_CYTO
WP_395265017.1,Companilactobacillus sp.,360,185.4,2,1,0,Y,n4-14c25/26o,B_SP
WP_395549572.1,Leuconostoc mesenteroides,380,134.7,5,0,1,0,i12-29o,A_TM
WP_404277798.1,Companilactobacillus paralimentarius,358,194.0,1,0,0,Y,n5-16c23/24o,B_SP
WP_404327263.1,Companilactobacillus paralimentarius,379,192.6,1,1,0,Y,n26-37c44/45o,B_SP
WP_404410375.1,Companilactobacillus paralimentarius,358,192.6,1,0,0,Y,n5-16c23/24o,B_SP
WP_404897309.1,Lactobacillus helveticus,314,127.5,2,0,0,0,o,C_CYTO
WP_404932426.1,Pediococcus acidilactici,369,158.4,1,1,0,Y,n5-16c21/22o,B_SP
WP_405248587.1,Leuconostoc mesenteroides,380,133.2,1,0,1,0,i12-29o,A_TM
WP_407128509.1,Latilactobacillus sakei,383,176.3,1,0,0,Y,n8-19c37/38o,B_SP
WP_407142854.1,Latilactobacillus sakei,383,176.2,2,1,0,Y,n8-19c37/38o,B_SP
WP_407325668.1,Lactobacillus johnsonii,308,130.1,1,1,0,0,o,C_CYTO
WP_410404701.1,Lactobacillus paragasseri,308,129.2,1,0,0,0,o,C_CYTO
WP_410888853.1,Pediococcus pentosaceus,374,156.7,1,0,0,Y,n10-18c23/24o,B_SP
WP_411237793.1,Pediococcus pentosaceus,294,150.4,1,1,0,0,o,C_CYTO
WP_411831640.1,Pediococcus pentosaceus,374,158.6,2,0,0,Y,n10-18c23/24o,B_SP
WP_412936918.1,Lactiplantibacillus plantarum,397,829.1,1,0,1,0,i12-32o,A_TM
WP_413981504.1,Leuconostoc mesenteroides,380,134.0,3,0,1,0,i12-29o,A_TM
WP_420327641.1,Lacticaseibacillus paracasei,385,189.4,1,1,1,0,i7-28o,A_TM
WP_421408000.1,Lactobacillus paragasseri,308,133.4,2,0,0,0,o,C_CYTO
WP_421503060.1,Enterococcus faecalis,388,175.1,1,0,1,0,i12-32o,A_TM
WP_421658675.1,Lacticaseibacillus paracasei,385,192.0,1,0,1,0,i7-28o,A_TM
WP_423492975.1,Lacticaseibacillus paracasei,401,199.4,1,0,1,0,i12-34o,A_TM
WP_423754652.1,Lactiplantibacillus pentosus,391,727.8,6,0,0,Y,n6-17c21/22o,B_SP
WP_423764977.1,Lactiplantibacillus pentosus,391,727.5,1,0,0,Y,n6-17c21/22o,B_SP
WP_424020603.1,Leuconostoc citreum,378,154.9,1,1,1,0,i12-35o,A_TM
WP_426385823.1,Latilactobacillus curvatus,382,198.6,5,0,0,0,o,C_CYTO
WP_426401342.1,Leuconostoc mesenteroides,380,134.5,1,1,1,0,i12-29o,A_TM
WP_426771798.1,Lactiplantibacillus plantarum,397,829.3,1,0,1,0,i12-32o,A_TM
WP_430394780.1,Enterococcus faecalis,388,176.1,1,0,1,0,i12-32o,A_TM
WP_431462800.1,Lactobacillus crispatus,313,126.4,1,0,0,0,o,C_CYTO
WP_432230032.1,Lactobacillus johnsonii,308,124.1,1,1,0,0,o,C_CYTO
WP_432788355.1,Lactiplantibacillus plantarum,397,830.8,1,0,1,0,i12-32o,A_TM
WP_434314932.1,Levilactobacillus brevis,392,273.5,1,0,0,Y,n5-16c23/24o,B_SP
WP_434431949.1,Lactiplantibacillus paraplantarum,397,813.4,1,0,1,0,i12-32o,A_TM
WP_434670603.1,Lacticaseibacillus rhamnosus,396,199.8,1,0,0,Y,n10-21c27/28o,B_SP
WP_435404154.1,Lactiplantibacillus plantarum,397,831.0,1,1,1,0,i12-32o,A_TM
WP_435657029.1,Enterococcus faecium,377,130.1,1,0,1,0,i12-35o,A_TM
WP_436341581.1,Lactobacillus johnsonii,308,128.9,1,1,0,0,o,C_CYTO
WP_436442015.1,Lactobacillus crispatus,313,124.2,1,0,0,0,o,C_CYTO
WP_436442806.1,Lactobacillus crispatus,313,126.0,1,0,0,0,o,C_CYTO
WP_436458581.1,Lactobacillus johnsonii,308,126.4,1,0,0,0,o,C_CYTO
WP_437401325.1,Lactobacillus helveticus,314,123.9,1,1,0,0,o,C_CYTO
WP_437695880.1,Levilactobacillus brevis,392,267.9,1,0,0,Y,n5-16c23/24o,B_SP
WP_438736199.1,Enterococcus faecalis,388,172.5,1,0,1,0,i12-32o,A_TM
WP_439945106.1,Lacticaseibacillus rhamnosus,386,199.7,1,0,0,Y,n10-21c27/28o,B_SP
WP_441001894.1,Lactiplantibacillus plantarum,397,831.5,1,0,1,0,i12-32o,A_TM
WP_441119471.1,Lactobacillus amylovorus,313,128.6,1,1,0,0,o,C_CYTO
WP_441134054.1,Lactobacillus amylovorus,313,130.2,6,1,0,0,o,C_CYTO
WP_441159020.1,Lactobacillus amylovorus,313,134.4,3,0,0,0,o,C_CYTO
WP_441651894.1,Enterococcus faecalis,388,179.2,1,0,1,0,i12-32o,A_TM
WP_441769571.1,Lactobacillus amylovorus,313,128.6,1,0,0,0,o,C_CYTO
WP_441769857.1,Lactobacillus amylovorus,313,130.8,2,0,0,0,o,C_CYTO
WP_441774941.1,Lactobacillus amylovorus,313,133.9,1,0,0,0,o,C_CYTO
WP_444649978.1,Companilactobacillus zhachilii,358,220.5,1,1,0,Y,n4-16c25/26o,B_SP
WP_446188247.1,Enterococcus faecium,386,130.5,1,0,1,0,i12-35o,A_TM
WP_446855911.1,Leuconostoc citreum,378,152.0,1,0,1,0,i12-35o,A_TM
WP_446864693.1,Leuconostoc citreum,378,153.1,1,1,1,0,i12-35o,A_TM
WP_446872168.1,Leuconostoc mesenteroides,380,137.2,1,0,1,0,i12-29o,A_TM
WP_446874623.1,Leuconostoc citreum,378,151.6,1,1,1,0,i12-35o,A_TM
WP_447298866.1,Enterococcus faecalis,388,180.2,1,1,1,0,i12-32o,A_TM
WP_448219369.1,Latilactobacillus curvatus,382,199.3,2,1,0,0,o,C_CYTO
WP_448958125.1,Lactobacillus amylovorus,313,131.6,3,1,0,0,o,C_CYTO
WP_448968820.1,Latilactobacillus curvatus,382,198.5,1,0,0,0,o,C_CYTO
WP_457313849.1,Pediococcus pentosaceus,369,149.8,1,1,1,0,i5-23o,A_TM
WP_458556869.1,Lactiplantibacillus pentosus,391,727.2,1,0,0,Y,n6-17c21/22o,B_SP
WP_459128421.1,Latilactobacillus curvatus,382,197.1,4,0,0,0,o,C_CYTO
WP_459734165.1,Latilactobacillus curvatus,392,200.6,1,0,0,Y,n8-19c31/32o,B_SP
WP_460851541.1,Pediococcus pentosaceus,374,161.3,1,0,0,Y,n10-18c23/24o,B_SP
WP_461762905.1,Pediococcus acidilactici,382,175.0,1,1,0,Y,n9-20c24/25o,B_SP
WP_462922886.1,Lactiplantibacillus plantarum,397,829.7,1,0,1,0,i12-32o,A_TM
WP_464429669.1,Leuconostoc mesenteroides,380,136.5,1,1,1,0,i12-29o,A_TM
WP_464445497.1,Latilactobacillus sakei,383,175.5,1,1,0,Y,n8-19c37/38o,B_SP
WP_464676393.1,Pediococcus pentosaceus,367,148.5,1,0,0,Y,n7-19c27/28o,B_SP
WP_465064427.1,Lactobacillus paragasseri,308,131.4,2,0,0,0,o,C_CYTO
WP_465064917.1,Lactobacillus gasseri,308,127.4,1,1,0,0,o,C_CYTO
WP_471702762.1,Companilactobacillus nantensis,360,203.4,1,1,0,Y,n4-16c25/26o,B_SP
WP_471774156.1,Latilactobacillus sakei,383,176.2,1,0,0,Y,n8-19c37/38o,B_SP
WP_471780747.1,Leuconostoc citreum,378,155.1,1,1,1,0,i12-35o,A_TM
WP_472779383.1,Lacticaseibacillus paracasei,385,194.3,1,0,1,0,i7-28o,A_TM
WP_474260547.1,Lactobacillus johnsonii,308,126.4,1,0,0,0,o,C_CYTO
WP_480157079.1,Lacticaseibacillus paracasei,385,191.3,1,1,1,0,i7-28o,A_TM
WP_480157728.1,Lacticaseibacillus paracasei,401,197.1,1,0,1,0,i12-34o,A_TM
WP_480186758.1,Leuconostoc mesenteroides,380,136.9,1,0,1,0,i12-29o,A_TM
WP_480290504.1,Pediococcus acidilactici,382,175.9,2,0,0,Y,n9-20c24/25o,B_SP
WP_482447393.1,Enterococcus faecium,386,131.9,1,1,1,0,i12-33o,A_TM
WP_482537130.1,Leuconostoc citreum,378,153.2,1,0,1,0,i12-35o,A_TM
WP_483387432.1,Latilactobacillus sakei,383,174.4,1,0,0,Y,n8-19c37/38o,B_SP
WP_483401721.1,Latilactobacillus sakei,383,174.2,1,0,0,Y,n8-19c37/38o,B_SP
WP_483401850.1,Lactiplantibacillus plantarum,397,863.2,1,0,1,0,i12-32o,A_TM
WP_484640546.1,Enterococcus faecalis,388,172.9,1,0,1,0,i12-32o,A_TM
WP_486452977.1,Lacticaseibacillus paracasei,385,192.2,2,0,1,0,i7-28o,A_TM
WP_486453545.1,Lacticaseibacillus paracasei,379,187.3,1,0,1,0,i7-28o,A_TM
WP_487085798.1,Companilactobacillus sp.,370,197.6,1,1,0,Y,n7-19c37/38o,B_SP
WP_489938043.1,Lactiplantibacillus plantarum,397,827.7,2,1,1,0,i12-32o,A_TM
WP_490187114.1,Leuconostoc mesenteroides,380,136.3,1,0,1,0,i12-29o,A_TM
WP_494280191.1,Leuconostoc mesenteroides,380,133.7,1,0,1,0,i12-29o,A_TM
WP_495414712.1,Lactobacillus amylovorus,313,132.5,2,0,0,0,o,C_CYTO
WP_495415371.1,Lactobacillus amylovorus,313,131.0,2,1,0,0,o,C_CYTO
WP_495419194.1,Lactobacillus amylovorus,313,131.4,1,0,0,0,o,C_CYTO
WP_495419832.1,Lactobacillus amylovorus,313,132.4,1,0,0,0,o,C_CYTO
WP_495420563.1,Lactobacillus amylovorus,313,133.6,1,0,0,0,o,C_CYTO
WP_495421137.1,Lactobacillus amylovorus,313,130.5,1,0,0,0,o,C_CYTO
WP_497023757.1,Pediococcus pentosaceus,369,150.1,2,0,1,0,i5-23o,A_TM
WP_497791307.1,Lacticaseibacillus paracasei,385,190.6,1,1,1,0,i7-28o,A_TM
WP_498443981.1,Lactobacillus jensenii,311,111.4,1,0,0,0,o,C_CYTO
WP_498475769.1,Companilactobacillus crustorum,358,201.1,1,0,0,Y,n4-16c25/26o,B_SP
WP_503119589.1,Pediococcus pentosaceus,369,148.3,1,1,1,0,i5-23o,A_TM
WP_503181239.1,Companilactobacillus farciminis,358,201.1,1,0,0,Y,n5-16c25/26o,B_SP
WP_503192464.1,Lactobacillus johnsonii,308,123.2,1,0,0,0,o,C_CYTO
